timestamp,event_id,username,source_ip
Mon Feb 23 11:36:26 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Mon Feb 23 11:36:26 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:36:26 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Mon Feb 23 11:36:26 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:36:26 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:36:26 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:35:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:35:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:34:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:34:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:33:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:33:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:33:22 2026,4672,SYSTEM,N/A
Mon Feb 23 11:33:22 2026,4624,SYSTEM,-
Mon Feb 23 11:32:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:32:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:32:25 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:32:25 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:32:25 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:32:25 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:32:24 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:32:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:32:24 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Mon Feb 23 11:32:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:32:24 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:32:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:32:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:32:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:32:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:32:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:32:19 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:32:19 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:31:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:31:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:30:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:30:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:29:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:29:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:28:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:28:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:27:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:27:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:27:25 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:27:25 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:27:25 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:27:25 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:27:24 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:27:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:27:24 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Mon Feb 23 11:27:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:27:24 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:27:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:27:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:27:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:27:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:27:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:26:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:26:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:25:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:25:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:24:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:24:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:23:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:23:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:22:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:22:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:22:25 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:22:25 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:22:25 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:22:25 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:22:24 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:22:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:22:24 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Mon Feb 23 11:22:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:22:24 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:22:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:22:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:22:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:22:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:22:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:22:19 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:22:19 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:21:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:21:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:20:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:20:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:20:12 2026,4672,SYSTEM,N/A
Mon Feb 23 11:20:12 2026,4624,SYSTEM,-
Mon Feb 23 11:19:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:19:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:18:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:18:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:17:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:17:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:17:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:17:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:17:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:17:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:17:24 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:17:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:17:24 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Mon Feb 23 11:17:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:17:24 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:17:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:17:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:17:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:17:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:17:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:17:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:17:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:16:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:16:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:15:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:15:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:14:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:14:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:13:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:13:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:12:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:12:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:12:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:12:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:12:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:12:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:12:24 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:12:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:12:24 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Mon Feb 23 11:12:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:12:24 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:12:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:12:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:12:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:12:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:12:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:12:19 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:12:19 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:11:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:11:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:11:52 2026,4672,SYSTEM,N/A
Mon Feb 23 11:11:52 2026,4624,SYSTEM,-
Mon Feb 23 11:10:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:10:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:09:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:09:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:08:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:08:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:07:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:07:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:07:24 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:07:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:07:24 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Mon Feb 23 11:07:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:07:24 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:07:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:07:24 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:07:24 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:07:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:07:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:07:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:07:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:07:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:07:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:06:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:06:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:05:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:05:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:04:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:04:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:03:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:03:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:02:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:02:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:02:25 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:02:25 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:02:23 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:02:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:02:23 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Mon Feb 23 11:02:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:02:23 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:02:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:02:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:02:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:02:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:02:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:02:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:02:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:02:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:02:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:02:19 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 11:02:19 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:01:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:01:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 11:00:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 11:00:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:59:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:59:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:58:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:58:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:57:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:57:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:57:23 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:57:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:57:23 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Mon Feb 23 10:57:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:57:23 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:57:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:57:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:57:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:57:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:57:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:57:22 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:57:22 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:57:22 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:57:22 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:56:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:56:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:55:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:55:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:54:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:54:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:53:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:53:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:53:37 2026,4672,SYSTEM,N/A
Mon Feb 23 10:53:37 2026,4624,SYSTEM,-
Mon Feb 23 10:52:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:52:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:52:23 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:52:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:52:23 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Mon Feb 23 10:52:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:52:23 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:52:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:52:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:52:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:52:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:52:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:52:22 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:52:22 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:52:22 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:52:22 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:52:19 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:52:19 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:51:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:51:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:50:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:50:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:49:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:49:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:48:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:48:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:48:08 2026,4672,SYSTEM,N/A
Mon Feb 23 10:48:08 2026,4624,SYSTEM,-
Mon Feb 23 10:47:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:47:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:47:23 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:47:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:47:23 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Mon Feb 23 10:47:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:47:23 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:47:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:47:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:47:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:47:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:47:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:47:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:47:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:47:21 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:47:21 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:47:21 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:47:21 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:46:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:46:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:46:45 2026,4624,WIN-2GV8ISLSBIJ$,-
Mon Feb 23 10:46:45 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:45:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:45:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:44:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:44:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:43:53 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:43:53 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:42:53 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:42:53 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:42:23 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:42:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:42:23 2026,4624,WIN-2GV8ISLSBIJ$,192.168.40.10
Mon Feb 23 10:42:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:42:23 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:42:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:42:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:42:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:42:23 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:42:23 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:42:20 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:42:20 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:42:20 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:42:20 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:42:19 2026,4624,WIN-2GV8ISLSBIJ$,fe80::30bb:ef74:e567:2d3
Mon Feb 23 10:42:19 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:41:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:41:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:40:53 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:40:53 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:39:54 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:39:54 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:38:53 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:38:53 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:37:53 2026,4624,WIN-2GV8ISLSBIJ$,::1
Mon Feb 23 10:37:53 2026,4672,WIN-2GV8ISLSBIJ$,N/A
Mon Feb 23 10:37:23 2026,4624,WIN-2GV8ISLSBIJ$,::1
