timestamp,event_id,username,process_name,command_line,source_ip
Tue Mar  3 10:54:23 2026,4688,DESKTOP$,C:\Windows\System32\wevtutil.exe,"C:\WINDOWS\system32\wevtutil.exe uninstall-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\Microsoft-Antimalware-Service.man""",192.168.40.21
Tue Mar  3 10:54:23 2026,4688,DESKTOP$,C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,192.168.40.21
Tue Mar  3 10:54:22 2026,4688,DESKTOP$,C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,192.168.40.21
Tue Mar  3 10:54:22 2026,4688,DESKTOP$,C:\Windows\System32\wevtutil.exe,"C:\WINDOWS\system32\wevtutil.exe install-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\Microsoft-Windows-Windows Defender.man"" ""/resourceFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpEvMsg.dll"" ""/messageFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpEvMsg.dll"" ""/parameterFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpEvMsg.dll""",192.168.40.21
Tue Mar  3 10:54:22 2026,4688,DESKTOP$,C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,192.168.40.21
Tue Mar  3 10:54:22 2026,4688,DESKTOP$,C:\Windows\System32\wevtutil.exe,"C:\WINDOWS\system32\wevtutil.exe uninstall-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\Microsoft-Windows-Windows Defender.man""",192.168.40.21
Tue Mar  3 10:54:22 2026,4688,DESKTOP$,C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,192.168.40.21
Tue Mar  3 10:54:22 2026,4688,DESKTOP$,C:\Windows\System32\wevtutil.exe,"C:\WINDOWS\system32\wevtutil.exe install-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\Microsoft-Antimalware-AMFilter.man"" ""/resourceFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\Drivers\WdFilter.sys"" ""/messageFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\Drivers\WdFilter.sys"" ""/parameterFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\Drivers\WdFilter.sys""",192.168.40.21
Tue Mar  3 10:54:22 2026,4688,DESKTOP$,C:\Windows\System32\msdtc.exe,C:\WINDOWS\System32\msdtc.exe,192.168.40.21
Tue Mar  3 10:54:22 2026,4688,DESKTOP$,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,192.168.40.21
Tue Mar  3 10:54:21 2026,4688,DESKTOP$,C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,192.168.40.21
Tue Mar  3 10:54:21 2026,4688,DESKTOP$,C:\Windows\System32\wevtutil.exe,"C:\WINDOWS\system32\wevtutil.exe uninstall-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\Microsoft-Antimalware-AMFilter.man""",192.168.40.21
Tue Mar  3 10:54:21 2026,4688,DESKTOP$,C:\Windows\System32\dllhost.exe,C:\WINDOWS\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},192.168.40.21
Tue Mar  3 10:54:21 2026,4688,DESKTOP$,C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,192.168.40.21
Tue Mar  3 10:54:21 2026,4688,DESKTOP$,C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe /c """"C:\Program Files\VMware\VMware Tools\poweron-vm-default.bat""""",192.168.40.21
Tue Mar  3 10:54:21 2026,4688,DESKTOP$,C:\Windows\System32\dllhost.exe,C:\WINDOWS\system32\dllhost.exe /Processid:{73324288-0964-4E2B-A8FE-3AF3C6C7197A},192.168.40.21
Tue Mar  3 10:54:20 2026,4688,DESKTOP$,C:\Program Files\VMware\VMware Tools\vm3dservice.exe,"""C:\Program Files\VMware\VMware Tools\vm3dservice.exe"" -n",192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MsMpEng.exe,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MsMpEng.exe""",192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\Windows\System32\dsregcmd.exe,"""C:\WINDOWS\System32\dsregcmd.exe"" $(Arg0) $(Arg1) $(Arg2)",192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\Program Files\VMware\VMware Tools\vm3dservice.exe,"""C:\Program Files\VMware\VMware Tools\vm3dservice.exe""",192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s WpnService,192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Winmgmt,192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\Program Files\VMware\VMware Tools\vmtoolsd.exe,"""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe""",192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TrkWks,192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe,"""C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe""",192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s LanmanServer,192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpDefenderCoreService.exe,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26010.5-0\MpDefenderCoreService.exe""",192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p -s DPS,192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k utcsvc -p,192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k NetworkService -p,192.168.40.21
Tue Mar  3 10:54:19 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k NetworkService -p -s LanmanWorkstation,192.168.40.21
Tue Mar  3 10:54:18 2026,4688,DESKTOP$,C:\Windows\System32\ctfmon.exe,/QuitInfo:00000000000002A4;00000000000002A8;,192.168.40.21
Tue Mar  3 10:54:18 2026,4688,DESKTOP$,C:\Windows\System32\spoolsv.exe,C:\WINDOWS\System32\spoolsv.exe,192.168.40.21
Tue Mar  3 10:54:18 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s ShellHWDetection,192.168.40.21
Tue Mar  3 10:54:18 2026,4688,LOCAL SERVICE,C:\Windows\System32\audiodg.exe,C:\WINDOWS\system32\AUDIODG.EXE 0x0000000000000468 0x0000000000000444,192.168.40.21
Tue Mar  3 10:54:18 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k appmodel -p -s StateRepository,192.168.40.21
Tue Mar  3 10:54:18 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Wcmsvc,192.168.40.21
Tue Mar  3 10:54:18 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s DusmSvc,192.168.40.21
Tue Mar  3 10:54:17 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TextInputManagementService,192.168.40.21
Tue Mar  3 10:54:17 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p,192.168.40.21
Tue Mar  3 10:54:17 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -s RmSvc,192.168.40.21
Tue Mar  3 10:54:17 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k NetSvcs -p -s NcaSvc,192.168.40.21
Tue Mar  3 10:54:17 2026,4688,DESKTOP$,C:\Windows\System32\taskhostw.exe,taskhostw.exe TimeSyncTask,192.168.40.21
Tue Mar  3 10:54:17 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s AudioEndpointBuilder,192.168.40.21
Tue Mar  3 10:54:17 2026,4688,DESKTOP$,MemCompression,,192.168.40.21
Tue Mar  3 10:54:17 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcsRedirectionGuard -p -s SENS,192.168.40.21
Tue Mar  3 10:54:17 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k NetSvcs -p -s iphlpsvc,192.168.40.21
Tue Mar  3 10:54:17 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s FontCache,192.168.40.21
Tue Mar  3 10:54:16 2026,4688,DESKTOP$,C:\Windows\System32\ClipRenew.exe,"""C:\WINDOWS\system32\ClipRenew.exe"" -e",192.168.40.21
Tue Mar  3 10:54:16 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s Themes,192.168.40.21
Tue Mar  3 10:54:16 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain,192.168.40.21
Tue Mar  3 10:54:16 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceRedirectionGuard -p -s EventSystem,192.168.40.21
Tue Mar  3 10:54:16 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k wusvcs -p -s WaaSMedicSvc,192.168.40.21
Tue Mar  3 10:54:16 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s EventLog,192.168.40.21
Tue Mar  3 10:54:16 2026,4688,DESKTOP$,C:\Windows\System32\dxgiadaptercache.exe,"""C:\WINDOWS\system32\dxgiadaptercache.exe""",192.168.40.21
Tue Mar  3 10:54:16 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceHttp -p,192.168.40.21
Tue Mar  3 10:54:16 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -s WPDBusEnum,192.168.40.21
Tue Mar  3 10:54:16 2026,4688,DESKTOP$,C:\Windows\System32\upfc.exe,C:\WINDOWS\System32\Upfc.exe /launchtype boot /cv JC4VtT6MjkahT37JQhXTpQ.0,192.168.40.21
Tue Mar  3 10:54:16 2026,4688,DESKTOP$,C:\Windows\System32\taskhostw.exe,taskhostw.exe ExploitGuardPolicy,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s UserManager,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netprofm -p -s netprofm,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s DispBrokerDesktopSvc,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Schedule,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k UserProfileService -p -s ProfSvc,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Dhcp,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s TimeBrokerSvc,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s NcbService,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k NetworkService -p,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -s W32Time,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s nsi,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s lmhosts,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetwork -p,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s PrintDeviceConfigurationService,192.168.40.21
Tue Mar  3 10:54:15 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k GPSvcGroup,192.168.40.21
Tue Mar  3 10:54:14 2026,4688,DESKTOP$,C:\Windows\System32\dwm.exe,"""dwm.exe""",192.168.40.21
Tue Mar  3 10:54:14 2026,4688,DESKTOP$,C:\Windows\System32\LogonUI.exe,"""LogonUI.exe"" /flags:0x2 /state0:0xa3bcf055 /state1:0x41c64e6d",192.168.40.21
Tue Mar  3 10:54:14 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p -s LSM,192.168.40.21
Tue Mar  3 10:54:14 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k RPCSS -p,192.168.40.21
Tue Mar  3 10:54:14 2026,4688,DESKTOP$,C:\Windows\System32\fontdrvhost.exe,"""fontdrvhost.exe""",192.168.40.21
Tue Mar  3 10:54:14 2026,4688,DESKTOP$,C:\Windows\System32\fontdrvhost.exe,"""fontdrvhost.exe""",192.168.40.21
Tue Mar  3 10:54:14 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p,192.168.40.21
Tue Mar  3 10:54:13 2026,4688,N/A,C:\Windows\System32\lsass.exe,,192.168.40.21
Tue Mar  3 10:54:13 2026,4688,N/A,C:\Windows\System32\services.exe,,192.168.40.21
Tue Mar  3 10:54:13 2026,4688,N/A,C:\Windows\System32\winlogon.exe,,192.168.40.21
Tue Mar  3 10:54:13 2026,4688,N/A,C:\Windows\System32\csrss.exe,,192.168.40.21
Tue Mar  3 10:54:13 2026,4688,N/A,C:\Windows\System32\wininit.exe,,192.168.40.21
Tue Mar  3 10:54:13 2026,4688,N/A,C:\Windows\System32\smss.exe,,192.168.40.21
Tue Mar  3 10:54:13 2026,4688,N/A,C:\Windows\System32\csrss.exe,,192.168.40.21
Tue Mar  3 10:54:13 2026,4688,N/A,C:\Windows\System32\smss.exe,,192.168.40.21
Tue Mar  3 10:54:12 2026,4688,N/A,C:\Windows\System32\autochk.exe,,192.168.40.21
Tue Mar  3 10:54:11 2026,4688,N/A,C:\Windows\System32\smss.exe,,192.168.40.21
Tue Mar  3 10:54:11 2026,4688,N/A,Registry,,192.168.40.21
Wed Feb 25 10:38:13 2026,4688,DESKTOP$,C:\Windows\System32\SearchProtocolHost.exe,"""C:\WINDOWS\System32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe4_ Global\UsGthrCtrlFltPipeMssGthrPipe4 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""",192.168.40.21
Wed Feb 25 10:38:13 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k CameraMonitor,192.168.40.21
Wed Feb 25 10:38:13 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k GPSvcGroup,192.168.40.21
Wed Feb 25 10:38:02 2026,4688,DESKTOP$,C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.325.11061.0_x64__8wekyb3d8bbwe\GameBarFTServer.exe,"""C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.325.11061.0_x64__8wekyb3d8bbwe\GameBarFTServer.exe"" -Embedding",192.168.40.21
Wed Feb 25 10:38:01 2026,4688,DESKTOP$,C:\Windows\System32\LogonUI.exe,"""LogonUI.exe"" /flags:0x4 /state0:0xa3cda855 /state1:0x41c64e6d",192.168.40.21
Wed Feb 25 10:38:01 2026,4688,DESKTOP$,C:\Windows\System32\UCConfigTask.exe,"""C:\WINDOWS\system32\UCConfigTask.exe""",192.168.40.21
Wed Feb 25 10:38:00 2026,4688,DESKTOP$,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,192.168.40.21
Wed Feb 25 10:38:00 2026,4688,DESKTOP$,C:\Windows\System32\backgroundTaskHost.exe,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",192.168.40.21
Wed Feb 25 10:37:41 2026,4688,Administrator,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe -NoProfile -ExecutionPolicy Bypass -Command ""Import-Module 'c:\Users\administrator\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules\PowerShellEditorServices\PowerShellEditorServices.psd1'; Start-EditorServices -HostName 'Visual Studio Code Host' -HostProfileId 'Microsoft.VSCode' -HostVersion '2025.4.0' -BundledModulesPath 'c:\Users\administrator\.vscode\extensions\ms-vscode.powershell-2025.4.0\modules' -EnableConsoleRepl -StartupBanner \""PowerShell Extension v2025.4.0
Copyright (c) Microsoft Corporation.

https://aka.ms/vscode-powershell
Type 'help' to get help.
\"" -LogLevel 'Warning' -LogPath 'c:\Users\administrator\AppData\Roaming\Code\logs\20260225T102955\window1\exthost\ms-vscode.powershell' -SessionDetailsPath 'c:\Users\administrator\AppData\Roaming\Code\User\globalStorage\ms-vscode.powershell\sessions\PSES-VSCode-7936-913133.json' -FeatureFlags @() """,192.168.40.21
Wed Feb 25 10:37:40 2026,4688,Administrator,C:\Windows\System32\conhost.exe,\\?\C:\WINDOWS\system32\conhost.exe --headless --width 80 --height 30 --signal 0x3f0 --server 0x640,192.168.40.21
Wed Feb 25 10:37:40 2026,4688,Administrator,C:\Windows\System32\wsl.exe,wsl.exe  -l -q,192.168.40.21
Wed Feb 25 10:37:40 2026,4688,Administrator,C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,192.168.40.21
Wed Feb 25 10:37:40 2026,4688,Administrator,C:\Windows\System32\cmd.exe,"C:\WINDOWS\system32\cmd.exe /d /s /c ""wsl.exe -l -q""",192.168.40.21
Wed Feb 25 10:37:35 2026,4688,DESKTOP$,C:\Windows\System32\backgroundTaskHost.exe,"""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",192.168.40.21
Wed Feb 25 10:37:32 2026,4688,DESKTOP$,C:\Windows\System32\BackgroundTransferHost.exe,"""BackgroundTransferHost.exe"" -ServerName:BackgroundTransferHost.1",192.168.40.21
Wed Feb 25 10:37:30 2026,4688,DESKTOP$,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,192.168.40.21
Wed Feb 25 10:37:30 2026,4688,DESKTOP$,C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.325.11061.0_x64__8wekyb3d8bbwe\GameBarFTServer.exe,"""C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.325.11061.0_x64__8wekyb3d8bbwe\GameBarFTServer.exe"" -Embedding",192.168.40.21
Wed Feb 25 10:37:30 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k BcastDVRUserService -s BcastDVRUserService,192.168.40.21
Wed Feb 25 10:37:30 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k wsappx -p -s ClipSVC,192.168.40.21
Wed Feb 25 10:37:30 2026,4688,DESKTOP$,C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.325.11061.0_x64__8wekyb3d8bbwe\GameBar.exe,"""C:\Program Files\WindowsApps\Microsoft.XboxGamingOverlay_7.325.11061.0_x64__8wekyb3d8bbwe\GameBar.exe"" -ServerName:App.AppXbdkk0yrkwpcgeaem8zk81k8py1eaahny.mca",192.168.40.21
Wed Feb 25 10:37:28 2026,4688,DESKTOP$,C:\Windows\System32\CompatTelRunner.exe,C:\WINDOWS\system32\compattelrunner.exe -cv:bvaE1QG2J0ydNzyy.0.4 -wce:0000000000000000  -m:GeneralTel.dll -f:RunGeneralTelemetry,192.168.40.21
Wed Feb 25 10:37:27 2026,4688,DESKTOP$,C:\Windows\System32\CompatTelRunner.exe,C:\WINDOWS\system32\compattelrunner.exe -cv:bvaE1QG2J0ydNzyy.0.3 -wce:0000000000000000  -m:appraiser.dll -f:UpdateAvStatus,192.168.40.21
Wed Feb 25 10:37:24 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p -s wuqisvc,192.168.40.21
Wed Feb 25 10:37:24 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s wisvc,192.168.40.21
Wed Feb 25 10:37:20 2026,4688,DESKTOP$,C:\Windows\System32\CompatTelRunner.exe,C:\WINDOWS\system32\compattelrunner.exe -cv:bvaE1QG2J0ydNzyy.0.2 -wce:0000000000000000  -m:devinv.dll -f:CreateDeviceInventory,192.168.40.21
Wed Feb 25 10:37:17 2026,4688,DESKTOP$,C:\Windows\System32\backgroundTaskHost.exe,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",192.168.40.21
Wed Feb 25 10:37:15 2026,4688,DESKTOP$,C:\Windows\System32\sppsvc.exe,C:\WINDOWS\system32\sppsvc.exe,192.168.40.21
Wed Feb 25 10:37:13 2026,4688,DESKTOP$,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.7839_none_a4f84013776fc963\TiWorker.exe,C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.7839_none_a4f84013776fc963\TiWorker.exe -Embedding,192.168.40.21
Wed Feb 25 10:37:12 2026,4688,DESKTOP$,C:\Windows\servicing\TrustedInstaller.exe,C:\WINDOWS\servicing\TrustedInstaller.exe,192.168.40.21
Wed Feb 25 10:37:12 2026,4688,Administrator,C:\Users\administrator\AppData\Local\Microsoft\OneDrive\26.017.0126.0002_1\OneDrive.Sync.Service.exe,"""C:\Users\administrator\AppData\Local\Microsoft\OneDrive\26.017.0126.0002_1\OneDrive.Sync.Service.exe"" /silentConfig",192.168.40.21
Wed Feb 25 10:37:11 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s NgcCtnrSvc,192.168.40.21
Wed Feb 25 10:37:11 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc,192.168.40.21
Wed Feb 25 10:37:11 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k WbioSvcGroup -s WbioSrvc,192.168.40.21
Wed Feb 25 10:37:10 2026,4688,DESKTOP$,C:\Windows\System32\conhost.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,192.168.40.21
Wed Feb 25 10:37:10 2026,4688,DESKTOP$,C:\Windows\UUS\amd64\WaaSMedicAgent.exe,C:\WINDOWS\uus\AMD64\WaaSMedicAgent.exe bd9ed58d5e13644abb1d94e824481615 xPkAcU316ESeTmZd.0.3.0,192.168.40.21
Wed Feb 25 10:37:08 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s wlidsvc,192.168.40.21
Wed Feb 25 10:37:08 2026,4688,DESKTOP$,C:\Windows\UUS\Packages\Preview\amd64\MoUsoCoreWorker.exe,"""C:\WINDOWS\uus\packages\preview\AMD64\MoUsoCoreWorker.exe"" useprivatenamespaces",192.168.40.21
Wed Feb 25 10:37:08 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s PushToInstall,192.168.40.21
Wed Feb 25 10:37:07 2026,4688,DESKTOP$,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,192.168.40.21
Wed Feb 25 10:37:07 2026,4688,DESKTOP$,C:\Windows\System32\backgroundTaskHost.exe,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",192.168.40.21
Wed Feb 25 10:37:07 2026,4688,DESKTOP$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\svchost.exe -k wusvcs -p -s WaaSMedicSvc,192.168.40.21
